homology_cluster_id,gene_name,gene_type,genome_id,physical_cluster_id
3449,CE-20S-3-N1_bin.65.purify_k141_1172979_1,candidate,CE-20S-3-N1_bin.65.purify_k141_1172979,CE-20S-3-N1_bin.65.purify_k141_1172979_2-5260
3449,CE-B-S-2-N1_bin.71.purify_k141_20617_11,candidate,CE-B-S-2-N1_bin.71.purify_k141_20617,CE-B-S-2-N1_bin.71.purify_k141_20617_9354-14558
3449,CE-D-S-28.1m-N2_bin.132.purify_k141_567167_10,candidate,CE-D-S-28.1m-N2_bin.132.purify_k141_567167,CE-D-S-28.1m-N2_bin.132.purify_k141_567167_9441-14669
3449,CE-D-S-N1_bin.209.purify_k141_499522_5,candidate,CE-D-S-N1_bin.209.purify_k141_499522,CE-D-S-N1_bin.209.purify_k141_499522_4238-9520
3450,CRC-20S-3-N1_bin.91.purify_k141_1941763_2,candidate,CRC-20S-3-N1_bin.91.purify_k141_1941763,CRC-20S-3-N1_bin.91.purify_k141_1941763_1-2693
3451,GMZ14-N1_bin.43.purify_k141_2428901_118,candidate,GMZ14-N1_bin.43.purify_k141_2428901,GMZ14-N1_bin.43.purify_k141_2428901_131892-135188
3452,GMZ4-N1_bin.171.purify_k141_952422_2,known_defense,GMZ4-N1_bin.171.purify_k141_952422,GMZ4-N1_bin.171.purify_k141_952422_1-2210
3453,JC-20S-3-N1_bin.6.purify_k141_920035_12,candidate,JC-20S-3-N1_bin.6.purify_k141_920035,JC-20S-3-N1_bin.6.purify_k141_920035_9664-11478
3453,ZJ-S-05.4m-N1_bin.136.purify_k141_1926970_3,candidate,ZJ-S-05.4m-N1_bin.136.purify_k141_1926970,ZJ-S-05.4m-N1_bin.136.purify_k141_1926970_650-2494
3454,PC-20S-2-N1_bin.161.purify_k141_1491335_5,known_defense,PC-20S-2-N1_bin.161.purify_k141_1491335,PC-20S-2-N1_bin.161.purify_k141_1491335_4813-6325
3455,PC-20S-1-N1_bin.180.purify_k141_405072_2,candidate,PC-20S-1-N1_bin.180.purify_k141_405072,PC-20S-1-N1_bin.180.purify_k141_405072_1160-3126
3456,QHH7-N1_bin.101.purify_k141_1029958_34,candidate,QHH7-N1_bin.101.purify_k141_1029958,QHH7-N1_bin.101.purify_k141_1029958_29771-33679
3457,202104TB-W33-N1_bin.129.purify_k141_68625_2,known_defense,202104TB-W33-N1_bin.129.purify_k141_68625,202104TB-W33-N1_bin.129.purify_k141_68625_41-3331
3457,PC-20S-1-N1_bin.129.purify_k141_1744328_3,candidate,PC-20S-1-N1_bin.129.purify_k141_1744328,PC-20S-1-N1_bin.129.purify_k141_1744328_280-3149
3457,ZJ-S-N13.9m-N2_bin.110.purify_k141_469592_4,known_defense,ZJ-S-N13.9m-N2_bin.110.purify_k141_469592,ZJ-S-N13.9m-N2_bin.110.purify_k141_469592_2649-4462
3458,ZJZBSD-s03-N1_bin.34.purify_k141_1340698_11,known_defense,ZJZBSD-s03-N1_bin.34.purify_k141_1340698,ZJZBSD-s03-N1_bin.34.purify_k141_1340698_10663-12788
3459,ZJZBSD-s04-N1_bin.66.purify_k141_162082_21,known_defense,ZJZBSD-s04-N1_bin.66.purify_k141_162082,ZJZBSD-s04-N1_bin.66.purify_k141_162082_17455-20284
3460,202009TB-N7_bin.77.purify_k141_1039055_12,candidate,202009TB-N7_bin.77.purify_k141_1039055,202009TB-N7_bin.77.purify_k141_1039055_15939-19518
3460,202009TB-N7_bin.77.purify_k141_1039055_13,known_defense,202009TB-N7_bin.77.purify_k141_1039055,202009TB-N7_bin.77.purify_k141_1039055_15939-19518
3460,202009TB-N7_bin.77.purify_k141_1039055_14,known_defense,202009TB-N7_bin.77.purify_k141_1039055,202009TB-N7_bin.77.purify_k141_1039055_15939-19518
3461,202104TB-W24-N1_bin.178.purify_k141_139934_7,known_defense,202104TB-W24-N1_bin.178.purify_k141_139934,202104TB-W24-N1_bin.178.purify_k141_139934_4580-6134
3461,202104TB-W25-N1_bin.84.purify_k141_548824_10,candidate,202104TB-W25-N1_bin.84.purify_k141_548824,202104TB-W25-N1_bin.84.purify_k141_548824_5357-6911
3461,202104TB-W69-N1_bin.142.purify_k141_1377231_7,known_defense,202104TB-W69-N1_bin.142.purify_k141_1377231,202104TB-W69-N1_bin.142.purify_k141_1377231_3354-6058
3461,PC-20S-3-N1_bin.118.purify_k141_763112_6,known_defense,PC-20S-3-N1_bin.118.purify_k141_763112,PC-20S-3-N1_bin.118.purify_k141_763112_4921-6925
3462,202104TB-W29-N1_bin.119.purify_k141_1531185_3,known_defense,202104TB-W29-N1_bin.119.purify_k141_1531185,202104TB-W29-N1_bin.119.purify_k141_1531185_757-2483
3462,202104TB-W31-N1_bin.1.purify_k141_255411_8,candidate,202104TB-W31-N1_bin.1.purify_k141_255411,202104TB-W31-N1_bin.1.purify_k141_255411_10833-12901
3462,202104TB-W71-N1_bin.189.purify_k141_750519_9,candidate,202104TB-W71-N1_bin.189.purify_k141_750519,202104TB-W71-N1_bin.189.purify_k141_750519_8087-10155
3462,202106QH-W18-N1_bin.100.purify_k141_4007384_3,candidate,202106QH-W18-N1_bin.100.purify_k141_4007384,202106QH-W18-N1_bin.100.purify_k141_4007384_908-2676
3462,202106QH-W32-N1_bin.59.purify_k141_523327_8,candidate,202106QH-W32-N1_bin.59.purify_k141_523327,202106QH-W32-N1_bin.59.purify_k141_523327_1553-8207
3462,202106QH-W36-N1_bin.85.purify_k141_811035_4,known_defense,202106QH-W36-N1_bin.85.purify_k141_811035,202106QH-W36-N1_bin.85.purify_k141_811035_957-2758
3462,202106QH-W37-N1_bin.13.purify_k141_569874_1,known_defense,202106QH-W37-N1_bin.13.purify_k141_569874,202106QH-W37-N1_bin.13.purify_k141_569874_1-4081
3462,202106QH-W39-N1_bin.35.purify_k141_1054087_9,candidate,202106QH-W39-N1_bin.35.purify_k141_1054087,202106QH-W39-N1_bin.35.purify_k141_1054087_10835-12798
3462,202106QH-W39-N1_bin.43.purify_k141_1099828_5,known_defense,202106QH-W39-N1_bin.43.purify_k141_1099828,202106QH-W39-N1_bin.43.purify_k141_1099828_2439-7128
3462,BGBMC-20S-3-N1_bin.103.purify_k141_2137523_5,candidate,BGBMC-20S-3-N1_bin.103.purify_k141_2137523,BGBMC-20S-3-N1_bin.103.purify_k141_2137523_2004-3979
3462,BMC20S-N1-N1_bin.175.purify_k141_1171791_4,candidate,BMC20S-N1-N1_bin.175.purify_k141_1171791,BMC20S-N1-N1_bin.175.purify_k141_1171791_1472-3426
3462,BMC20S-N1-N1_bin.20.purify_k141_25822_1,candidate,BMC20S-N1-N1_bin.20.purify_k141_25822,BMC20S-N1-N1_bin.20.purify_k141_25822_546-2546
3462,BMC20S-N1-N1_bin.35.purify_k141_2120535_6,candidate,BMC20S-N1-N1_bin.35.purify_k141_2120535,BMC20S-N1-N1_bin.35.purify_k141_2120535_4863-6832
3462,CE-20S-3-N1_bin.17.purify_k141_1438922_2,known_defense,CE-20S-3-N1_bin.17.purify_k141_1438922,CE-20S-3-N1_bin.17.purify_k141_1438922_949-2576
3462,CE-D-S-N1_bin.8.purify_k141_2336455_2,candidate,CE-D-S-N1_bin.8.purify_k141_2336455,CE-D-S-N1_bin.8.purify_k141_2336455_2603-4671
3462,CE-N-S-N1_bin.37.purify_k141_1037960_10,candidate,CE-N-S-N1_bin.37.purify_k141_1037960,CE-N-S-N1_bin.37.purify_k141_1037960_8043-10111
3462,JC-20S-1-N1_bin.118.purify_k141_1598950_1,known_defense,JC-20S-1-N1_bin.118.purify_k141_1598950,JC-20S-1-N1_bin.118.purify_k141_1598950_421-2354
3462,JC-20S-3-N1_bin.92.purify_k141_1612897_3,known_defense,JC-20S-3-N1_bin.92.purify_k141_1612897,JC-20S-3-N1_bin.92.purify_k141_1612897_1-3117
3462,NMC-S-6-N1_bin.230.purify_k141_2622253_1,known_defense,NMC-S-6-N1_bin.230.purify_k141_2622253,NMC-S-6-N1_bin.230.purify_k141_2622253_201-2218
3462,PC-20S-1-N1_bin.111.purify_k141_899492_3,known_defense,PC-20S-1-N1_bin.111.purify_k141_899492,PC-20S-1-N1_bin.111.purify_k141_899492_1081-3035
3462,QHH17-N1_bin.55.purify_k141_1103620_14,candidate,QHH17-N1_bin.55.purify_k141_1103620,QHH17-N1_bin.55.purify_k141_1103620_16496-18483
3462,QHH6-N1_bin.231.purify_k141_165816_5,candidate,QHH6-N1_bin.231.purify_k141_165816,QHH6-N1_bin.231.purify_k141_165816_525-3848
3462,QHH7-N1_bin.118.purify_k141_2957733_5,candidate,QHH7-N1_bin.118.purify_k141_2957733,QHH7-N1_bin.118.purify_k141_2957733_2699-7388
3462,QHH7-N1_bin.168.purify_k141_710946_4,candidate,QHH7-N1_bin.168.purify_k141_710946,QHH7-N1_bin.168.purify_k141_710946_746-2709
3462,QHH7-N1_bin.176.purify_k141_1684652_5,known_defense,QHH7-N1_bin.176.purify_k141_1684652,QHH7-N1_bin.176.purify_k141_1684652_1598-5409
3462,SLC-S-3-N1_bin.116.purify_k141_1971125_9,candidate,SLC-S-3-N1_bin.116.purify_k141_1971125,SLC-S-3-N1_bin.116.purify_k141_1971125_4088-6051
3462,YZYC-20S-7-N1_bin.10.purify_k141_573917_1,known_defense,YZYC-20S-7-N1_bin.10.purify_k141_573917,YZYC-20S-7-N1_bin.10.purify_k141_573917_259-2276
3462,ZJZBSD-01-2-s1-N1_bin.108.purify_k141_919014_5,candidate,ZJZBSD-01-2-s1-N1_bin.108.purify_k141_919014,ZJZBSD-01-2-s1-N1_bin.108.purify_k141_919014_1583-3570
3463,202104TB-W40-N1_bin.52.purify_k141_973907_1,known_defense,202104TB-W40-N1_bin.52.purify_k141_973907,202104TB-W40-N1_bin.52.purify_k141_973907_23-1774
3464,202104TB-W51-N1_bin.15.purify_k141_1581559_2,candidate,202104TB-W51-N1_bin.15.purify_k141_1581559,202104TB-W51-N1_bin.15.purify_k141_1581559_2-1888
3465,202104TB-W70-N1_bin.185.purify_k141_768922_3,candidate,202104TB-W70-N1_bin.185.purify_k141_768922,202104TB-W70-N1_bin.185.purify_k141_768922_151-2828
3466,202106QH-W19-N1_bin.292.purify_k141_2229262_4,candidate,202106QH-W19-N1_bin.292.purify_k141_2229262,202106QH-W19-N1_bin.292.purify_k141_2229262_3975-5422
3467,CE-B-S-2-N1_bin.130.purify_k141_1280095_4,known_defense,CE-B-S-2-N1_bin.130.purify_k141_1280095,CE-B-S-2-N1_bin.130.purify_k141_1280095_578-3410
3468,GMZ14-N1_bin.12.purify_k141_495466_3,known_defense,GMZ14-N1_bin.12.purify_k141_495466,GMZ14-N1_bin.12.purify_k141_495466_1-9881
3469,LLSD-2-N1_bin.54.purify_k141_284218_2,candidate,LLSD-2-N1_bin.54.purify_k141_284218,LLSD-2-N1_bin.54.purify_k141_284218_3-1685
3470,LLSD-8-N1_bin.3.purify_k141_89218_2,candidate,LLSD-8-N1_bin.3.purify_k141_89218,LLSD-8-N1_bin.3.purify_k141_89218_1079-3119
3471,NMC-S-5-N1_bin.100.purify_k141_305494_25,candidate,NMC-S-5-N1_bin.100.purify_k141_305494,NMC-S-5-N1_bin.100.purify_k141_305494_16519-18771
3472,202106QH-W24-N1_bin.98.purify_k141_2792563_3,candidate,202106QH-W24-N1_bin.98.purify_k141_2792563,202106QH-W24-N1_bin.98.purify_k141_2792563_437-2427
3472,202106QH-W33-N1_bin.97.purify_k141_387709_8,candidate,202106QH-W33-N1_bin.97.purify_k141_387709,202106QH-W33-N1_bin.97.purify_k141_387709_6631-8588
3472,CN-B-S-2-N2_bin.102.purify_k141_439178_9,known_defense,CN-B-S-2-N2_bin.102.purify_k141_439178,CN-B-S-2-N2_bin.102.purify_k141_439178_5889-7845
3472,GH-N1_bin.115.purify_k141_1710418_2,candidate,GH-N1_bin.115.purify_k141_1710418,GH-N1_bin.115.purify_k141_1710418_9-1657
3472,GMZ12-N1_bin.44.purify_k141_2476489_14,known_defense,GMZ12-N1_bin.44.purify_k141_2476489,GMZ12-N1_bin.44.purify_k141_2476489_8451-10403
3472,NMC-S-6-N1_bin.225.purify_k141_1797359_5,known_defense,NMC-S-6-N1_bin.225.purify_k141_1797359,NMC-S-6-N1_bin.225.purify_k141_1797359_1670-3206
3472,QHH8-N1_bin.166.purify_k141_271542_6,candidate,QHH8-N1_bin.166.purify_k141_271542,QHH8-N1_bin.166.purify_k141_271542_6604-8578
3472,YZYC-20S-1-N1_bin.140.purify_k141_304179_4,candidate,YZYC-20S-1-N1_bin.140.purify_k141_304179,YZYC-20S-1-N1_bin.140.purify_k141_304179_568-2496
3473,QHH17-N1_bin.148.purify_k141_589011_2,known_defense,QHH17-N1_bin.148.purify_k141_589011,QHH17-N1_bin.148.purify_k141_589011_808-3925
3474,202106QH-W19-N1_bin.242.purify_k141_749881_3,known_defense,202106QH-W19-N1_bin.242.purify_k141_749881,202106QH-W19-N1_bin.242.purify_k141_749881_211-2527
3474,JC-20S-3-N1_bin.93.purify_k141_1201162_1,candidate,JC-20S-3-N1_bin.93.purify_k141_1201162,JC-20S-3-N1_bin.93.purify_k141_1201162_2-2180
3474,QHH7-N1_bin.109.purify_k141_1555007_12,candidate,QHH7-N1_bin.109.purify_k141_1555007,QHH7-N1_bin.109.purify_k141_1555007_10069-12713
3475,QHH7-N1_bin.48.purify_k141_2938184_3,candidate,QHH7-N1_bin.48.purify_k141_2938184,QHH7-N1_bin.48.purify_k141_2938184_1-3747
3476,QHH8-N1_bin.118.purify_k141_2416703_2,candidate,QHH8-N1_bin.118.purify_k141_2416703,QHH8-N1_bin.118.purify_k141_2416703_60-2614
3477,SLC-S-3-N1_bin.94.purify_k141_2478083_8,candidate,SLC-S-3-N1_bin.94.purify_k141_2478083,SLC-S-3-N1_bin.94.purify_k141_2478083_6249-8172
3478,202106QH-W27-N1_bin.243.purify_k141_2224546_2,known_defense,202106QH-W27-N1_bin.243.purify_k141_2224546,202106QH-W27-N1_bin.243.purify_k141_2224546_624-2515
3478,SYH5-N1_bin.66.purify_k141_693894_5,candidate,SYH5-N1_bin.66.purify_k141_693894,SYH5-N1_bin.66.purify_k141_693894_2165-4094
3479,TMRSD2-N1_bin.87.purify_k141_231707_4,known_defense,TMRSD2-N1_bin.87.purify_k141_231707,TMRSD2-N1_bin.87.purify_k141_231707_1063-2612
3480,YM-3-34.9m-N1_bin.106.purify_k141_693954_3,candidate,YM-3-34.9m-N1_bin.106.purify_k141_693954,YM-3-34.9m-N1_bin.106.purify_k141_693954_205-2600
3481,YZYC-20S-1-N1_bin.115.purify_k141_2315449_3,known_defense,YZYC-20S-1-N1_bin.115.purify_k141_2315449,YZYC-20S-1-N1_bin.115.purify_k141_2315449_1583-4845
3482,202104TB-W24-N1_bin.48.purify_k141_54367_11,candidate,202104TB-W24-N1_bin.48.purify_k141_54367,202104TB-W24-N1_bin.48.purify_k141_54367_12200-14763
3482,202104TB-W25-N1_bin.1.purify_k141_574011_4,known_defense,202104TB-W25-N1_bin.1.purify_k141_574011,202104TB-W25-N1_bin.1.purify_k141_574011_1465-4920
3482,202104TB-W31-N1_bin.135.purify_k141_598272_4,candidate,202104TB-W31-N1_bin.135.purify_k141_598272,202104TB-W31-N1_bin.135.purify_k141_598272_2290-4878
3482,202104TB-W32-N1_bin.34.purify_k141_1062820_4,candidate,202104TB-W32-N1_bin.34.purify_k141_1062820,202104TB-W32-N1_bin.34.purify_k141_1062820_5656-8817
3482,202104TB-W33-N1_bin.63.purify_k141_690252_4,candidate,202104TB-W33-N1_bin.63.purify_k141_690252,202104TB-W33-N1_bin.63.purify_k141_690252_5455-8654
3482,202106QH-W25-N1_bin.92.purify_k141_1952637_1,candidate,202106QH-W25-N1_bin.92.purify_k141_1952637,202106QH-W25-N1_bin.92.purify_k141_1952637_1-2263
3482,202106QH-W4-N1_bin.106.purify_k141_2728605_1,candidate,202106QH-W4-N1_bin.106.purify_k141_2728605,202106QH-W4-N1_bin.106.purify_k141_2728605_3-1278
3482,BMC20S-2-N1_bin.289.purify_k141_1669095_3,candidate,BMC20S-2-N1_bin.289.purify_k141_1669095,BMC20S-2-N1_bin.289.purify_k141_1669095_937-3275
3482,CC-20S-2-N1_bin.29.purify_k141_883491_3,known_defense,CC-20S-2-N1_bin.29.purify_k141_883491,CC-20S-2-N1_bin.29.purify_k141_883491_1695-3440
3482,CE-D-S-N1_bin.73.purify_k141_550366_3,known_defense,CE-D-S-N1_bin.73.purify_k141_550366,CE-D-S-N1_bin.73.purify_k141_550366_1019-3598
3482,CESD-S-1-N2_bin.116.purify_k141_3826708_1,known_defense,CESD-S-1-N2_bin.116.purify_k141_3826708,CESD-S-1-N2_bin.116.purify_k141_3826708_1-2045
3482,YM-3-34.9m-N1_bin.168.purify_k141_197201_6,candidate,YM-3-34.9m-N1_bin.168.purify_k141_197201,YM-3-34.9m-N1_bin.168.purify_k141_197201_4194-6757
3482,YZYC-20S-2-N1_bin.144.purify_k141_140791_8,candidate,YZYC-20S-2-N1_bin.144.purify_k141_140791,YZYC-20S-2-N1_bin.144.purify_k141_140791_8146-10614
3482,YZYC-20S-2-N1_bin.89.purify_k141_2218674_10,candidate,YZYC-20S-2-N1_bin.89.purify_k141_2218674,YZYC-20S-2-N1_bin.89.purify_k141_2218674_5911-9359
3482,YZYC-20S-7-N1_bin.105.purify_k141_1040576_3,candidate,YZYC-20S-7-N1_bin.105.purify_k141_1040576,YZYC-20S-7-N1_bin.105.purify_k141_1040576_443-2292
3483,YZYC-20S-5-N1_bin.199.purify_k141_2288039_2,known_defense,YZYC-20S-5-N1_bin.199.purify_k141_2288039,YZYC-20S-5-N1_bin.199.purify_k141_2288039_1-2527
3484,ZJZBSD-s05-N1_bin.50.purify_k141_695850_11,known_defense,ZJZBSD-s05-N1_bin.50.purify_k141_695850,ZJZBSD-s05-N1_bin.50.purify_k141_695850_7750-11996
3485,202104TB-W68-N1_bin.35.purify_k141_3254719_7,known_defense,202104TB-W68-N1_bin.35.purify_k141_3254719,202104TB-W68-N1_bin.35.purify_k141_3254719_3722-5959
3485,BGBMC-20S-2-N1_bin.170.purify_k141_554399_2,known_defense,BGBMC-20S-2-N1_bin.170.purify_k141_554399,BGBMC-20S-2-N1_bin.170.purify_k141_554399_2-1989
3486,202106QH-W19-N1_bin.154.purify_k141_3383510_11,candidate,202106QH-W19-N1_bin.154.purify_k141_3383510,202106QH-W19-N1_bin.154.purify_k141_3383510_6837-8500
3487,202106QH-W1-N1_bin.4.purify_k141_1624595_2,candidate,202106QH-W1-N1_bin.4.purify_k141_1624595,202106QH-W1-N1_bin.4.purify_k141_1624595_195-2105
3487,TBCBL-03-N1_bin.80.purify_k141_4619854_3,candidate,TBCBL-03-N1_bin.80.purify_k141_4619854,TBCBL-03-N1_bin.80.purify_k141_4619854_542-2774
3488,202106QH-W25-N1_bin.24.purify_k141_3437673_2,candidate,202106QH-W25-N1_bin.24.purify_k141_3437673,202106QH-W25-N1_bin.24.purify_k141_3437673_1-2297
3489,202106QH-W29-N1_bin.107.purify_k141_1057830_5,candidate,202106QH-W29-N1_bin.107.purify_k141_1057830,202106QH-W29-N1_bin.107.purify_k141_1057830_2507-5014
3489,202106QH-W39-N1_bin.21.purify_k141_495693_12,candidate,202106QH-W39-N1_bin.21.purify_k141_495693,202106QH-W39-N1_bin.21.purify_k141_495693_10377-12884
3489,202106QH-W40-N1_bin.56.purify_k141_874198_1,known_defense,202106QH-W40-N1_bin.56.purify_k141_874198,202106QH-W40-N1_bin.56.purify_k141_874198_1-2514
3489,QHH6-N1_bin.27.purify_k141_2291418_7,candidate,QHH6-N1_bin.27.purify_k141_2291418,QHH6-N1_bin.27.purify_k141_2291418_4852-7359
3490,BGBMC-20S-1-N1_bin.72.purify_k141_1962476_3,known_defense,BGBMC-20S-1-N1_bin.72.purify_k141_1962476,BGBMC-20S-1-N1_bin.72.purify_k141_1962476_235-1945
3490,KMC-20S-2-N1_bin.111.purify_k141_50395_7,known_defense,KMC-20S-2-N1_bin.111.purify_k141_50395,KMC-20S-2-N1_bin.111.purify_k141_50395_2897-5283
3491,BMC20S-N1-N1_bin.271.purify_k141_1229140_11,candidate,BMC20S-N1-N1_bin.271.purify_k141_1229140,BMC20S-N1-N1_bin.271.purify_k141_1229140_7410-10194
3492,BMC20S-N1-N1_bin.50.purify_k141_783470_173,candidate,BMC20S-N1-N1_bin.50.purify_k141_783470,BMC20S-N1-N1_bin.50.purify_k141_783470_177733-182805
3493,CE-20S-1-N1_bin.132.purify_k141_637867_5,known_defense,CE-20S-1-N1_bin.132.purify_k141_637867,CE-20S-1-N1_bin.132.purify_k141_637867_1969-4795
3493,CE-D-S-28.1m-N2_bin.47.purify_k141_1249896_5,known_defense,CE-D-S-28.1m-N2_bin.47.purify_k141_1249896,CE-D-S-28.1m-N2_bin.47.purify_k141_1249896_1806-4632
3493,NMC-S-7-N1_bin.132.purify_k141_1218754_8,known_defense,NMC-S-7-N1_bin.132.purify_k141_1218754,NMC-S-7-N1_bin.132.purify_k141_1218754_4497-7314
3493,QHH6-N1_bin.206.purify_k141_1679698_2,candidate,QHH6-N1_bin.206.purify_k141_1679698,QHH6-N1_bin.206.purify_k141_1679698_590-3044
3493,YM-3-34.9m-N1_bin.49.purify_k141_1086584_9,candidate,YM-3-34.9m-N1_bin.49.purify_k141_1086584,YM-3-34.9m-N1_bin.49.purify_k141_1086584_5121-7626
3494,CE-B-S-2-N1_bin.92.purify_k141_139161_6,known_defense,CE-B-S-2-N1_bin.92.purify_k141_139161,CE-B-S-2-N1_bin.92.purify_k141_139161_3821-6026
3495,GMZ14-N1_bin.144.purify_k141_2477984_3,candidate,GMZ14-N1_bin.144.purify_k141_2477984,GMZ14-N1_bin.144.purify_k141_2477984_2573-5395
3496,HH1-N1_bin.16.purify_k141_2776250_13,known_defense,HH1-N1_bin.16.purify_k141_2776250,HH1-N1_bin.16.purify_k141_2776250_5555-11228
3496,PC-20S-1-N1_bin.152.purify_k141_1044437_7,known_defense,PC-20S-1-N1_bin.152.purify_k141_1044437,PC-20S-1-N1_bin.152.purify_k141_1044437_7383-7851
3496,QHH17-N1_bin.55.purify_k141_1630558_5,known_defense,QHH17-N1_bin.55.purify_k141_1630558,QHH17-N1_bin.55.purify_k141_1630558_72-6616
3496,YZYC-20S-1-N1_bin.175.purify_k141_2666745_5,known_defense,YZYC-20S-1-N1_bin.175.purify_k141_2666745,YZYC-20S-1-N1_bin.175.purify_k141_2666745_232-6776
3496,YZYC-20S-2-N1_bin.53.purify_k141_1300622_17,known_defense,YZYC-20S-2-N1_bin.53.purify_k141_1300622,YZYC-20S-2-N1_bin.53.purify_k141_1300622_20654-31128
3497,JC-20S-2-N1_bin.69.purify_k141_1518907_2,candidate,JC-20S-2-N1_bin.69.purify_k141_1518907,JC-20S-2-N1_bin.69.purify_k141_1518907_3-3096
3498,JC-20S-2-N1_bin.81.purify_k141_1179847_2,known_defense,JC-20S-2-N1_bin.81.purify_k141_1179847,JC-20S-2-N1_bin.81.purify_k141_1179847_278-3736
3498,NMC-S-4-N1_bin.106.purify_k141_870675_6,candidate,NMC-S-4-N1_bin.106.purify_k141_870675,NMC-S-4-N1_bin.106.purify_k141_870675_3101-4587
3499,JC-20S-3-N1_bin.24.purify_k141_55358_5,known_defense,JC-20S-3-N1_bin.24.purify_k141_55358,JC-20S-3-N1_bin.24.purify_k141_55358_363-2212
3499,NMC-S-8-N1_bin.129.purify_k141_1304476_4,known_defense,NMC-S-8-N1_bin.129.purify_k141_1304476,NMC-S-8-N1_bin.129.purify_k141_1304476_542-1968
3500,JNYC-20S-1-N1_bin.50.purify_k141_991769_10,candidate,JNYC-20S-1-N1_bin.50.purify_k141_991769,JNYC-20S-1-N1_bin.50.purify_k141_991769_9586-12504
3501,202104TB-W78-N1_bin.10.purify_k141_1662594_25,candidate,202104TB-W78-N1_bin.10.purify_k141_1662594,202104TB-W78-N1_bin.10.purify_k141_1662594_18612-29131
3501,BGBMC-20S-1-N1_bin.71.purify_k141_1187926_4,candidate,BGBMC-20S-1-N1_bin.71.purify_k141_1187926,BGBMC-20S-1-N1_bin.71.purify_k141_1187926_1543-3122
3501,NMC-S-4-N1_bin.137.purify_k141_1516522_1,candidate,NMC-S-4-N1_bin.137.purify_k141_1516522,NMC-S-4-N1_bin.137.purify_k141_1516522_2-8131
3501,YZYC-20S-1-N1_bin.69.purify_k141_2014112_1,candidate,YZYC-20S-1-N1_bin.69.purify_k141_2014112,YZYC-20S-1-N1_bin.69.purify_k141_2014112_1-1489
3502,LLSD-6-N1_bin.56.purify_k141_858024_1,candidate,LLSD-6-N1_bin.56.purify_k141_858024,LLSD-6-N1_bin.56.purify_k141_858024_59-2078
3502,NMC-S-5-N1_bin.94.purify_k141_940841_12,candidate,NMC-S-5-N1_bin.94.purify_k141_940841,NMC-S-5-N1_bin.94.purify_k141_940841_13020-15144
3502,YZYC-20S-5-N1_bin.59.purify_k141_1182334_2,candidate,YZYC-20S-5-N1_bin.59.purify_k141_1182334,YZYC-20S-5-N1_bin.59.purify_k141_1182334_2-1886
3502,YZYC-20S-7-N1_bin.109.purify_k141_1470338_13,candidate,YZYC-20S-7-N1_bin.109.purify_k141_1470338,YZYC-20S-7-N1_bin.109.purify_k141_1470338_14211-16095
3502,NMC-S-4-N1_bin.24.purify_k141_2439653_2,candidate,NMC-S-4-N1_bin.24.purify_k141_2439653,NMC-S-4-N1_bin.24.purify_k141_2439653_3-2085
3503,QHH10-N1_bin.60.purify_k141_965439_1,known_defense,QHH10-N1_bin.60.purify_k141_965439,QHH10-N1_bin.60.purify_k141_965439_64-2863
3504,QHH17-N1_bin.82.purify_k141_787634_1,candidate,QHH17-N1_bin.82.purify_k141_787634,QHH17-N1_bin.82.purify_k141_787634_103-5976
3505,QHH7-N1_bin.118.purify_k141_1372010_7,candidate,QHH7-N1_bin.118.purify_k141_1372010,QHH7-N1_bin.118.purify_k141_1372010_2806-5475
3506,YM-3-34.9m-N1_bin.108.purify_k141_1889267_1,candidate,YM-3-34.9m-N1_bin.108.purify_k141_1889267,YM-3-34.9m-N1_bin.108.purify_k141_1889267_1-1942
3507,YZYC-20S-1-N1_bin.254.purify_k141_758138_16,candidate,YZYC-20S-1-N1_bin.254.purify_k141_758138,YZYC-20S-1-N1_bin.254.purify_k141_758138_14426-16438
3508,202104TB-W31-N1_bin.156.purify_k141_1433606_2,known_defense,202104TB-W31-N1_bin.156.purify_k141_1433606,202104TB-W31-N1_bin.156.purify_k141_1433606_2-5113
3509,202104TB-W58-N1_bin.99.purify_k141_355299_1,candidate,202104TB-W58-N1_bin.99.purify_k141_355299,202104TB-W58-N1_bin.99.purify_k141_355299_1-3044
3510,202104TB-W60-N1_bin.28.purify_k141_1545278_6,candidate,202104TB-W60-N1_bin.28.purify_k141_1545278,202104TB-W60-N1_bin.28.purify_k141_1545278_1514-3809
3510,ZJ-S-05.4m-N1_bin.35.purify_k141_1822078_1,candidate,ZJ-S-05.4m-N1_bin.35.purify_k141_1822078,ZJ-S-05.4m-N1_bin.35.purify_k141_1822078_2-1749
3511,202104TB-W70-N1_bin.38.purify_k141_1042369_7,candidate,202104TB-W70-N1_bin.38.purify_k141_1042369,202104TB-W70-N1_bin.38.purify_k141_1042369_4066-10732
3511,CE-N-S-N1_bin.109.purify_k141_905868_4,candidate,CE-N-S-N1_bin.109.purify_k141_905868,CE-N-S-N1_bin.109.purify_k141_905868_3-6378
3512,202106QH-W11-N1_bin.76.purify_k141_796889_5,known_defense,202106QH-W11-N1_bin.76.purify_k141_796889,202106QH-W11-N1_bin.76.purify_k141_796889_2795-6504
3512,202106QH-W37-N1_bin.68.purify_k141_796204_5,candidate,202106QH-W37-N1_bin.68.purify_k141_796204,202106QH-W37-N1_bin.68.purify_k141_796204_2663-5061
